Tech,Health,Finance,Consumer,Energy,Weapons
1.0110205099175213,1.0175607713833277,0.9963154387965054,1.0017625068143543,0.9883724051029372,0.990973244185728
1.0173446005277003,1.015742857311029,0.9981795827118107,1.0187275673332135,0.9781009789558436,1.0001994222150399
1.0230087801851,1.0070496968318299,0.987742351691454,1.0342467665804154,0.9782385865051495,1.0044823624219619
1.0246262144466736,1.040404464455188,0.9972110934108048,1.053309370412303,0.9833106491984459,1.0279646871384687
1.0239278253517128,1.0423998892162196,1.0076877801189739,1.0415989680109614,0.9796299870672421,1.0270693288467967
1.0234785643598328,1.0355260857763535,0.9910645510284445,1.050806685445992,0.9815210325450661,1.0256880596743538
1.0057163446387776,1.0485083076434745,0.9965753163284216,1.0290580483819742,0.9629060698069948,1.0198287391601661
1.007533818366052,1.0522969811215201,0.9904631632305135,1.001223452935204,0.9716943161787442,1.0117893549179298
1.0233140349420076,1.0545731323284346,0.9875738799516995,1.0054154632911547,0.9651515645571982,1.0139809542376124
1.02209137420187,1.044561058729793,0.9882904207471218,1.0043721904252527,0.9757950302895394,1.01802783841048
1.0271385087616598,1.041489059857492,0.9905960172384625,1.0106559181021157,0.955091043550168,1.0106811868504233
1.0323589000272415,1.05116264160738,0.9692917010324745,1.0080876121647662,0.9528670001768909,1.0061816705579196
1.0481626039400378,1.053399516014765,0.9624564400510297,1.0175108856879214,0.9471999787912541,1.001792164163826
1.0542237962129837,1.0428945264084077,0.9479961593917455,1.0192652196443948,0.9502460543739935,0.9971057598110222
1.045158107285497,1.036880283335627,0.9525500888402084,1.0087640819218362,0.9506103389701199,1.0153126517166846
1.0430362463808056,1.0457882656440403,0.9732370901400426,0.9986066111623912,0.9557862013923093,1.0184851993500479
1.044321100227678,1.0458776605419955,0.9793600072112112,0.9990922113734256,0.9605775711368515,1.0137976799784545
1.0155346917506183,1.0569821676295865,0.9477134929717324,0.9771663994183134,0.9382386626974624,0.989801453657938
1.0379167463683787,1.0574430391273473,0.9430006131929284,0.9853916746963899,0.9520569803363854,0.9903748451068948
1.0339631151978974,1.0518938759747025,0.9265639901347568,0.9726806498837228,0.9266577402971881,0.9676514105692918
1.0303085341895406,1.0630227150865712,0.9146065249230343,0.9558045056270058,0.9243288359459318,0.9528481020676524
1.0328240377640934,1.0515156756808786,0.9413531170968564,0.9728417357594976,0.9359556132563582,0.9714251691647395
1.0190093184528486,1.067346781923907,0.9254222228576964,0.966652886706702,0.9203051220606818,0.9772976048658701
1.0326982704404692,1.0655468508413155,0.9410286637813685,0.9768528652919729,0.9303696107255465,0.9995141651094195
1.0642630533425415,1.071684683121423,0.9569858088309444,0.9915066085575925,0.9447674103988245,1.0025312210599229
1.0740375516207115,1.0747920914393576,0.9519040429451755,0.995032285012158,0.9438394148809969,1.011578730136722
1.069496307849126,1.0863405748177728,0.9574254177044074,0.9862373147896986,0.9305028415965452,1.016236144030486
1.090955742970718,1.0940691789483548,0.9594022515684203,0.9839227607790333,0.9355581294784143,1.0204448024882022
1.0752842133374063,1.117244765496859,0.9452813782493814,0.9696828180021417,0.933354340238377,1.0196286465688678
1.0564919075070531,1.124634659265749,0.9501193651688451,0.963127955878672,0.9214919723346663,1.0153722206970528
1.0791248850007655,1.160175474354587,0.9499016642722632,0.9710344489789257,0.9264144229415939,1.0162328701909082
1.0483458663390524,1.179325632704136,0.9655641104474101,0.956853673359284,0.914777604487526,1.0135925304009161
1.0399796886096138,1.1525263574909248,0.9464914834808096,0.9563747599756378,0.9104079391114783,1.010066758512837
1.0320248727399435,1.158703369290241,0.9309635483388599,0.9373040929613603,0.8785672579527855,0.9916784728764922
1.0509211350361694,1.1471363119439972,0.9525746274442233,0.9725219579161714,0.8983350032394479,1.0134016205753484
1.0692404800519086,1.1581057334204936,0.9582657863141997,0.9731675184955174,0.8978869640815443,1.018503449026981
1.0726022910128683,1.15437258037152,0.9584534169058172,0.9774159126723442,0.8958322515446125,1.0269097654923298
1.091345331820429,1.1640319027003199,0.9633537989655104,0.976747470985916,0.9038056552527279,1.034226276437591
1.0840021674353426,1.160459615304965,0.9653796882104235,0.9815102206516452,0.9029307682545284,1.0418009646486175
1.085064195988138,1.162347664167136,0.9648905700449251,0.9826552404889529,0.9000707802070342,1.041480207303383
1.0786637772917067,1.1687005179708685,0.9635653451302556,0.9813163339517611,0.9038080696176412,1.0400255033948735
1.0709556523542842,1.1684644746729094,0.9613033254044145,0.9737945850814723,0.9046951343837398,1.045160250815184
1.0791898920017733,1.1538129514197106,0.9872334684500356,0.980997942738988,0.9156985828637586,1.046428742489746
1.0668244545805208,1.1296747788104824,1.014137513023583,0.9767335469895263,0.9194365667611751,1.076540285030879
1.027061198090918,1.1388519280133835,0.9965360336286289,0.9613526347426321,0.9067994575515859,1.0691220786096076
1.0183859851181452,1.116625075166779,1.0063762770515683,0.9603432290611809,0.9022341562069446,1.0729894151351929
1.0175458496544803,1.1188717139566993,1.0127593353171025,0.9527777856126203,0.9094863065169098,1.0794725373759868
1.0217192709619531,1.125713217089203,1.00360202131376,0.9350041473410411,0.898883514669124,1.081381490571105
1.031752502528756,1.1279545989760476,1.0096597606170055,0.9447621719063867,0.9137970003751081,1.084780920986369
1.040233576064175,1.1282677346429435,1.0112629531374842,0.9482894785093854,0.9127879568295607,1.078779443657486
1.012799143663676,1.1136234879754645,1.0090432402307483,0.9304810993325463,0.9050805175187103,1.0864668971159945
1.022096194852861,1.108657141705034,0.9819905771983242,0.9223514773390041,0.9052108407374099,1.102210230447407
0.998845928395588,1.0953073113663367,0.958579000473629,0.9143603766996451,0.8976944752333937,1.0981307580855602
0.9910340017437635,1.0915368676442199,0.9533537729138648,0.9011985567548,0.9022750201261643,1.0946817052327604
0.9805070521312182,1.0924753022425275,0.9454338233388613,0.8823870684461617,0.9067270097643434,1.0832512335243434
0.9619398793451389,1.0817094140120576,0.9218306547807827,0.8449363085015082,0.8815751545236635,1.076040929236563
0.9614385639097008,1.0698763291308901,0.9129363943688054,0.8548630361041695,0.8859265466798083,1.0856641090178938
0.9403297470391471,1.0828041017192769,0.9224907392941055,0.8428930704720426,0.8624825598414729,1.1081814909982002
0.9552783706198932,1.088903926274532,0.9344800787011286,0.8317912536236259,0.851777204096338,1.10667037098176
0.9574070602760526,1.098642771178252,0.9264894020052239,0.8383472936570114,0.8394770124943098,1.0791275882539744
0.9989403522942244,1.1113445856022428,0.9647022060735186,0.8561114783580535,0.8446839482549265,1.0930937154554248
1.016595916079848,1.1064149392670484,0.9683787987085045,0.8803604389291608,0.8880744449173834,1.0789323238064674
1.0192911168888288,1.102809970105752,0.9883491587366218,0.8869559193729614,0.9011126566345117,1.079787430453751
1.05188803418801,1.1212710098039422,0.9896995071505453,0.8829708484084812,0.8971354729912143,1.0876631782146582
1.0196108492591094,1.1249217979820152,0.9782977105089139,0.8479018643754633,0.8661769726120474,1.0936956871995673
1.0247704513645546,1.1155036230840583,0.9953196569178614,0.8903311158506177,0.8722261473254287,1.0901755727028797
1.0080123027985357,1.116149881346927,0.9962225356165353,0.891401997715259,0.869304106355914,1.1003215605150045
1.0189127061044525,1.1140392243886794,1.0095662902729639,0.8945867935863956,0.8636712310707205,1.1138916835805304
1.0346104158440368,1.1158736769119169,1.0146131563392056,0.9097860210464647,0.8791897661818305,1.1210509064551522
1.009737153563612,1.0965985780115075,1.0038961466058256,0.9128422890741582,0.8600885475213194,1.106488475376247
0.9839010213638584,1.08775829963355,0.9904960620834469,0.8867868020053915,0.85775663341908,1.1343025180632829
0.9871841172166437,1.073370367916047,0.9849388169713199,0.89610186498156,0.8487643682527428,1.1105000182971658
1.0036416016331466,1.079881667782723,0.9959150391212912,0.9147685445102539,0.8619072067374081,1.102290587106041
1.0047011961084948,1.0802411683872,0.9972088633880609,0.9229847257250025,0.8620556167996052,1.1180529594895685
0.9751562256915026,1.0651078394957865,0.9722128703785454,0.9018346877138033,0.8552923238397336,1.122533114594421
0.9644616115170007,1.0544658798903346,0.9701883516107235,0.8950387288358298,0.841845219379466,1.1099364581724966
0.9558764330537179,1.038464431646251,0.9648103039955892,0.8739587874639582,0.8260490118172333,1.1098694655631902
0.9349100032560773,1.0316666313885532,0.9447670753038719,0.8563081217872295,0.8177442305333035,1.1029114923321368
0.9684598626233485,1.0156293393980045,0.9296688343233936,0.876796622284906,0.8434478414064447,1.126320834053389
